School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Staley,37.25,25.61,62.86,1,1,1
Vianney,36.41,21.32,57.72,2,7,2
Pattonville,25.15,24.6,49.75,4,3,3
Liberty,24.15,21.93,46.08,5,4,4
Ft. Zumwalt North,21.94,21.91,43.85,7,5,5
Fort Osage,15.99,25.49,41.48,13,2,6
Jackson,35.51,1.63,37.14,3,32,7
Carthage,18.42,17.8,36.22,9,9,8
Liberty North,16.38,19.83,36.21,12,8,9
Battle,11.67,21.63,33.3,17,6,10
Chaminade College Prep,16.76,15.98,32.74,11,13,11
Raytown,18.82,9.43,28.25,8,19,12
Timberland,9.92,16.74,26.66,22,12,13
Poplar Bluff,9.64,16.78,26.42,24,11,14
Webster Groves,9.84,15.74,25.58,23,14,15
Belton,17.27,5.87,23.14,10,25,16
Smith-Cotton,12.06,10.03,22.09,16,18,17
Hazelwood East,7.03,14.5,21.53,25,16,18
William Chrisman,6.01,15.52,21.53,28,15,19
Ozark,4.2,17.16,21.36,33,10,20
Lebanon,12.86,8.2,21.06,14,23,21
Rockwood Summit,6.32,10.37,16.7,27,17,22
Parkway South,5.6,9.27,14.87,30,20,23
Willard,10.03,4.37,14.4,21,27,24
Park Hill South,5.6,8.57,14.18,29,21,25
Central (St. Joseph),10.2,3.85,14.04,20,29,26
Glendale,23.15,-10.15,13.01,6,39,27
Republic,6.33,5.3,11.63,26,26,28
Oak Park,0.25,8.35,8.6,37,22,29
Nixa,4.3,4.1,8.4,32,28,30
Hickman,-0.27,6.18,5.91,38,24,31
North Kansas City,10.93,-5.2,5.72,19,37,32
Oakville,2.08,0.58,2.66,34,33,33
Branson,1.87,0.52,2.39,35,34,34
Waynesville,4.52,-4.64,-0.13,31,36,35
Parkview,11.14,-11.79,-0.65,18,40,36
Holt,12.51,-13.87,-1.36,15,41,37
Francis Howell North,0.57,-4.56,-3.99,36,35,38
Truman,-7.66,3.49,-4.16,40,30,39
Ruskin,-7.96,1.86,-6.1,41,31,40
Ft. Zumwalt South,-7.65,-7.37,-15.02,39,38,41
Central (Springfield),-18.34,-15.39,-33.73,42,42,42
Washington,-20.84,-20.88,-41.72,43,43,43
